id,cycle_enUS,cycle_zhCN,cycle_position,set_enUS,set_zhCN,set_position,settype_enUS,settype_zhCN,set_size,position,title_enUS,title_zhCN,stripped_title,text_enUS,text_zhCN,stripped_text,type_enUS,type_zhCN,subtype_enUS,subtype_zhCN,side_enUS,side_zhCN,faction_enUS,faction_zhCN,is_unique,deck_limit,advancement_requirement,agenda_point,base_link,minimum_deck_size,influence_limit,influence_cost,cost,strength,memory_cost,trash_cost,flavor_enUS,flavor_zhCN,quantity,extra_printing,illustrator,attribution,pronouns,pronunciation_ipa,pronunciation_approx,extra_face,narrative_enUS,designed_by,released_by,release_date
01030,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,30,Crash Space,应急房间,Crash Space,"2[recurring-credit]
You can spend hosted credits to take the basic action to remove 1 tag.
[interrupt] → [trash]<strong>:</strong> Prevent up to 3 meat damage.",,2[recurring-credit] You can spend hosted credits to take the basic action to remove 1 tag. Interrupt -> trash: Prevent up to 3 meat damage.,Resource,资源,Location,场所,Runner,潜袭者,Criminal,逆法者,,3,,,,,,2,2,,,,"""My roomie, he had a cousin with a college girlfriend whose brother's best friend was an addict, and the addict's mother used to live here. So yeah, there's a connection."" -Lez ""Rockfist"" S.",“我那个室友，他有个表亲的大学女朋友的兄弟的密友是个瘾君子，而这个瘾君子的老妈曾住过这儿。所以没错，的确有些关联。” - 雷兹·“石拳”·S.,2,0,Tim Durning,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01031,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,31,Data Dealer,数据商贩,Data Dealer,"<strong>[click]</strong>, <strong>forfeit 1 agenda:</strong> Gain 9[credit].",,"click, forfeit 1 agenda: Gain 9 credits.",Resource,资源,"Connection,Seedy","人脉,低劣",Runner,潜袭者,Criminal,逆法者,,3,,,,,,2,0,,,,"Shadier the dealer, better the price. Unless the dealer's too shady. Then there might be a hidden fee after they take your scrip.",越阴暗的商贩，开价越高。但除非太过阴暗的商贩，他们在拿了你的货之后可能会有隐含的附加费用。,1,0,Mauricio Herrera,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01032,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,32,Decoy,虚假目标,Decoy,[interrupt] → [trash]<strong>:</strong> Prevent 1 tag.,[trash]：避免得到1枚锁定标记。,Interrupt -> trash: Prevent 1 tag.,Resource,资源,Connection,人脉,Runner,潜袭者,Criminal,逆法者,,3,,,,,,2,1,,,,"""I get the feeling that this is the wrong place, Frank.""
""What makes you say that, D?""
""The curlers.""","“我感觉我们来错地方了，弗兰克。”
“为什么这么说，D？”
“看看卷发夹。”",2,0,Mauricio Herrera,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01033,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,33,"Kate ""Mac"" McCaffrey: Digital Tinker",凯特·“麦克”·麦卡弗瑞：数字校正师,"Kate ""Mac"" McCaffrey: Digital Tinker",Lower the install cost of the first program or piece of hardware you install each turn by 1.,每回合你安装的第一个程序或硬件的安装费用减1。,Lower the install cost of the first program or piece of hardware you install each turn by 1.,Runner Identity,潜袭者特性,Natural,原生人,Runner,潜袭者,Shaper,塑造者,,1,,,1,45,15,,,,,,"""Are you listening?""",“你在听吗？”,1,0,Ralph Beisner,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01034,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,34,Diesel,迪燃,Diesel,Draw 3 cards.,抽3张卡牌。,Draw 3 cards.,Event,事件,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,0,,,,Diesel gives you flames.,迪燃给你火力。,3,0,Tim Durning,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01035,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,35,Modded,改装,Modded,"Install a program or piece of hardware, lowering the install cost by 3.",,"Install a program or piece of hardware, lowering the install cost by 3.",Event,事件,Mod,改造,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,0,,,,"There's no replacement for a home-grown program. Fed on late nights, oaty bars, and single-minded determination. Cheaper, too.",自家创造的程序无可取代。它是在熬夜、麦片条和单纯的决心里培养长大。还有，它很便宜。,2,0,Ralph Beisner,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01036,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,36,The Maker’s Eye,造物者之眼,The Maker's Eye,"Run R&D. If successful, access 2 additional cards when you breach R&D.",潜袭研发中心。如果成功，当你侵入研发中心时，额外读取2张卡牌。,"Run R&D. If successful, access 2 additional cards when you breach R&D.",Event,事件,Run,潜袭,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,2,,,,"""Some of the professionals have good instincts, but they can't see beyond the data. They can't see the matrix."" -Ele ""Smoke"" Scovak",“有些专家有很棒的直觉，但他们却看不透数据，看不到矩阵。” —艾丽·“浓烟”·斯科娃,3,0,Yue Wang,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01037,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,37,Tinkering,校正,Tinkering,"Choose a piece of ice. That ice gains <strong>sentry</strong>, <strong>code gate</strong>, and <strong>barrier</strong> until the end of the turn.",,"Choose a piece of ice. That ice gains sentry, code gate, and barrier until the end of the turn.",Event,事件,Mod,改造,Runner,潜袭者,Shaper,塑造者,,3,,,,,,4,0,,,,"""There's that moment, you know, when the whole world seems to fall away and it is only you and your mod, and the mod is the world.""",“你知道，在那一刻，当整个世界除了你和你的改造物之外全都消失不见，你的改造物就是世界。”,3,0,Christina Davis,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01038,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,38,Akamatsu Mem Chip,赤松内存芯片,Akamatsu Mem Chip,+1[mu],,+1 mu,Hardware,硬件,Chip,芯片,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,1,,,,"The Akamatsu company was founded on three principles: first, to make the fastest mem chips on the market, second, to turn a profit, and third, to serve as a front for the manufacture of illegal neural-stimulants. It is the last principle that perhaps explains their rabid brand loyalty.",赤松公司基于三条原则创立：第一，制造市场上最强劲的芯片；第二，盈利；第三，作为非法的神经仿生体的前端服务商。最后一条原则可能解释了他们强大的品牌忠诚度。,2,0,Outland Entertainment LLC,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01039,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,39,Rabbit Hole,兔穴,Rabbit Hole,"+1[link]
When Rabbit Hole is installed, you may search your stack for another copy of Rabbit Hole and install it by paying its install cost. Shuffle your stack.",,"+1 link When Rabbit Hole is installed, you may search your stack for another copy of Rabbit Hole and install it by paying its install cost. Shuffle your stack.",Hardware,硬件,Link,中转器,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,2,,,,"It's not endless, it just feels that way.",它并不是无穷无尽，它只是让你有这种感觉。,2,0,Mark Anthony Taduran,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01040,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,40,The Personal Touch,个性化定制,The Personal Touch,"Install The Personal Touch only on an <strong>icebreaker.</strong>
Host <strong>icebreaker</strong> has +1 strength.",,Install The Personal Touch only on an icebreaker. Host icebreaker has +1 strength.,Hardware,硬件,Mod,改造,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,2,,,,"A z-loop here, a cortical wave there…",这里放个Z循环，那里放个皮层波动…,2,0,Bruno Balixa,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01041,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,41,The Toolbox,工具箱,The Toolbox,"+2[mu] +2[link]
2[recurring-credit]
Use these credits to pay for using <strong>icebreakers</strong>.
Limit 1 <strong>console</strong> per player.","+2[mu]，+2[link]
2[recurring-credit]
这些信用点用于支付使用<strong>破解器</strong>。
每位玩家限制1个<strong>控制台</strong>。",+2 mu +2 link 2 recurring credits Use these credits to pay for using icebreakers. Limit 1 console per player.,Hardware,硬件,Console,控制台,Runner,潜袭者,Shaper,塑造者,♦,3,,,,,,2,9,,,,,,1,0,Michael Hamlett,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01042,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,42,Battering Ram,破门槌,Battering Ram,"Interface → <strong>2[credit]:</strong> Break up to 2 <strong>barrier</strong> subroutines.
<strong>1[credit]:</strong> +1 strength for the remainder of this run.",,Interface -> 2 credits: Break up to 2 barrier subroutines. 1 credit: +1 strength for the remainder of this run.,Program,程序,"Icebreaker,Fracter","破解器,分解模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,5,3,2,,"""It's called 'brute-forcing' and it's just as effective today as it was a hundred years ago."" -Kate ""Mac"" McCaffrey",“这叫‘蛮力冲击’，跟百年前一样好用。” —凯特·“麦克”·麦卡弗瑞,2,0,Liiga Smilshkalne,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01043,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,43,Gordian Blade,戈尔迪之刃,Gordian Blade,"Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>1[credit]:</strong> +1 strength for the remainder of this run.","对接 → <strong>1[credit]：</strong>破解1条<strong>门禁</strong>子进程。
<strong>1[credit]：</strong>本次潜袭的剩余时间内强度+1。",Interface -> 1 credit: Break 1 code gate subroutine. 1 credit: +1 strength for the remainder of this run.,Program,程序,"Icebreaker,Decoder","破解器,解码模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,4,2,1,,It can slice through the thickest knots of data.,它可以切开最繁杂的数据死结。,3,0,Mike Nesbitt,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01044,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,44,Magnum Opus,巨作,Magnum Opus,[click]: Gain 2[credit].,,click: Gain 2 credits.,Program,程序,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,5,,2,,"The Great Work was completed on a rainy Thursday afternoon. There were no seismic shifts, no solar flares, no sign from the earth or heavens that the world had changed. But upstalk in Heinlein, on a single Cybsoft manufactured datacore, the flickering data quantums of an account began to fill with creds. Real, honest-to-goodness UN certified creds.",这个巨作在一个下雨的周四午后完成。没有任何地动山摇，任何耀斑爆发，任何地球或天界的讯号表明世界已改变。然而在上行区的海因莱因，一个数位体公司制造的数据核心里，有个账号闪烁着数据量子，正开始填满信用点。真正的，实实在在的联合国认证信用点。,2,0,Outland Entertainment LLC,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01045,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,45,Net Shield,网盾,Net Shield,"[interrupt] → The first time each turn you would suffer net damage, you may pay 1[credit] to prevent 1 net damage.",1[credit]：防止本回合的第一点网域伤害。,"Interrupt -> The first time each turn you would suffer net damage, you may pay 1 credit to prevent 1 net damage.",Program,程序,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,2,,1,,"Sucks energy like a martian terra-bot, but it keeps you focused",它会像火星地表机器人那样吸取能量，但能使你集中精神。,2,0,Andrew Mar,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01046,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,46,Pipeline,管线,Pipeline,"Interface → <strong>1[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.
<strong>2[credit]:</strong> +1 strength for the remainder of this run.",,Interface -> 1 credit: Break 1 sentry subroutine. 2 credits: +1 strength for the remainder of this run.,Program,程序,"Icebreaker,Killer","破解器,断路模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,3,1,1,,,,2,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01047,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,47,Aesop’s Pawnshop,伊索的典当铺,Aesop's Pawnshop,"When your turn begins, you may trash 1 of your other installed cards. If you do, gain 3[credit].",当你的回合开始时，你可以销毁另1张你已安装的卡牌。如果你如此做，获得3[credit]。,"When your turn begins, you may trash 1 of your other installed cards. If you do, gain 3 credits.",Resource,资源,"Connection,Location","人脉,场所",Runner,潜袭者,Shaper,塑造者,♦,3,,,,,,2,1,,,,You didn't mention Aesop's arm unless you wanted an earful. Sometimes he talked about it in such a way that you wondered why he didn't laser his other arm off as well.,除非你想听到一堆啰嗦，否则不要提到伊索的手臂。有时他讲得让你疑惑他另一只手臂怎么没有被激光切下来。,1,0,Adam Schumpert,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01048,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,48,Sacrificial Construct,自毁结构体,Sacrificial Construct,[interrupt] → [trash]<strong>:</strong> Prevent a player from trashing 1 installed program or piece of hardware.,,Interrupt -> trash: Prevent a player from trashing 1 installed program or piece of hardware.,Resource,资源,Remote,远程,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,0,,,,"The life expectancy of a jacked construct is about that of a mayfly. In other words, short.",一个最好的结构体的预期寿命和蜉蝣差不多。换句话说，很短。,2,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01049,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,49,Infiltration,潜入,Infiltration,Gain 2[credit] or expose 1 card.,,Gain 2 credits or expose 1 card.,Event,事件,,,Runner,潜袭者,Neutral Runner,中立潜袭者,,3,,,,,,0,0,,,,"""Bring back any memories, Monica?"" -John ""Animal"" McEvoy",“回想起任何记忆吗，莫妮卡？” —约翰·“野兽”·麦克伊弗,3,0,Imaginary FS Pte Ltd,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01050,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,50,Sure Gamble,胜券在握,Sure Gamble,Gain 9[credit].,获得9[credit]。,Gain 9 credits.,Event,事件,,,Runner,潜袭者,Neutral Runner,中立潜袭者,,3,,,,,,0,5,,,,Lady Luck took the form of a hifi quantum manipulation ring that she wore on her middle finger.,幸运女士的中指上佩戴了一枚高保真量子制造的操控指环。,3,0,Kate Niemczyk,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
01051,Core Set,核心系列,1,Core Set,核心系列,1,Core,核心包,113,51,Crypsis,万色草,Crypsis,"Interface → <strong>1[credit]:</strong> Break 1 subroutine.
<strong>1[credit]:</strong> +1 strength.
<strong>[click]:</strong> Place 1 virus counter on this program.
Whenever an encounter ends, if you used this program to break a subroutine during that encounter, remove 1 hosted virus counter or trash this program.",,"Interface -> 1 credit: Break 1 subroutine. 1 credit: +1 strength. click: Place 1 virus counter on this program. Whenever an encounter ends, if you used this program to break a subroutine during that encounter, remove 1 hosted virus counter or trash this program.",Program,程序,"Icebreaker,AI,Virus","破解器,智能模块,病毒",Runner,潜袭者,Neutral Runner,中立潜袭者,,3,,,,,,0,5,0,1,,,,3,0,Mauricio Herrera,,,,,0,,fantasy_flight_games,fantasy_flight_games,2012-09-06
